Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Highest price in a day,Highest price in a week,Highest price in a month,Current Price,TP1,TP2,SL,Exit Price,P&L
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1904590506845495622,2025-03-25T17:45:37.000Z,2025-03-26T12:05:15.375Z,Buy,S,s,0,,,,0,1,1.5,0.8,N/A,N/A
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1904564283490590813,2025-03-25T16:01:24.000Z,2025-03-26T12:05:29.190Z,Buy,ETH,ethereum,2077.739325831977,,,,2068.598435049149,2200,2300,1950,1950,-6.15%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1904564283490590813,2025-03-25T16:01:24.000Z,2025-03-26T12:05:47.547Z,Buy,TALK,talken,0.012758946285731447,,,,0.011007212445290201,0.0122,0.013,0.0103,N/A,N/A
cryptostasher,https://x.com/cryptostasher/status/1904969107273097343,2025-03-26T18:50:02.000Z,2025-03-27T06:00:19.030Z,Buy,ZIG,zignaly,0.09076523444684584,,,,0.08965429901861105,0.095,0.1,0.085,0.08512713086396875,-6.21%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904904667613503929,2025-03-26T14:33:58.000Z,2025-03-27T06:00:36.187Z,Buy,ZIG,zignaly,0.09076523444684584,,,,0.08965429901861105,0.095,0.102,0.085,0.08512713086396875,-6.21%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904887277865898149,2025-03-26T13:24:52.000Z,2025-03-27T06:00:47.376Z,Buy,LNQ,linqai,0.04068606345892836,,,,0.0396934208497119,0.046,0.054,0.035,0.035,-13.98%
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1904971364491993467,2025-03-26T18:59:00.000Z,2025-03-27T06:01:07.572Z,Buy,SLF,self-chain,0.2403275488473008,,,,0.23181339836310308,0.25,0.3,0.2,0.22346863474260556,-7.01%
holdersignals,https://x.com/holdersignals/status/1904998629359923547,2025-03-26T20:47:21.000Z,2025-03-27T06:01:26.970Z,Buy,REQ,request-network,0.11383312624452364,,,,0.11805538297120347,0.125,0.13,0.11,0.11865134128890496,4.23%
holdersignals,https://x.com/holdersignals/status/1904996367799562588,2025-03-26T20:38:21.000Z,2025-03-27T06:01:40.606Z,Hold,FAI,freysa-ai,0.02405121840223869,,,,0.02295446566176484,0.02405,0.0255,0.0215,N/A,N/A
holdersignals,https://x.com/holdersignals/status/1904970645328519593,2025-03-26T18:56:09.000Z,2025-03-27T06:01:55.927Z,Buy,FAI,figure-ai,0.000037037023012938314,,,,0.00003521553221326016,0.000042258,0.00004577,0.00003,0.00003293358851386736,-11.08%
CryptoDona7,https://x.com/CryptoDona7/status/1904887638915416452,2025-03-26T13:26:18.000Z,2025-03-27T06:02:29.261Z,Hold,INJ,injective-protocol,10.67479804881401,,,,10.55347258896196,14,17,9.5,9.638140535550265,-9.71%
CryptoDona7,https://x.com/CryptoDona7/status/1904886823744139654,2025-03-26T13:23:04.000Z,2025-03-27T06:02:50.566Z,Buy,TAO,bittensor,270.169950977994,,,,261.30428507327184,320,345,250,252.20322649631538,-6.65%
CryptoDona7,https://x.com/CryptoDona7/status/1904885829845086351,2025-03-26T13:19:07.000Z,2025-03-27T06:03:27.908Z,Sell,RIO,realio-network,0.27299329065295747,,,,0.26690204663688677,0.25,0.2,0.53,N/A,N/A
fatpigsignals,https://x.com/fatpigsignals/status/1904884255362015250,2025-03-26T13:12:52.000Z,2025-03-27T06:04:06.824Z,Buy,ETHDYDX,dydx,0.7374228152796637,,,,0.7397838885212875,0.7597,0.7624,0.72,0.72,-2.36%
fatpigsignals,https://x.com/fatpigsignals/status/1904884159568368035,2025-03-26T13:12:29.000Z,2025-03-27T06:04:23.711Z,Buy,AAVE,aave,186.875812164913,,,,177.5743350242476,185,189.11,170.5,N/A,N/A
CryptoWizardd,https://x.com/CryptoWizardd/status/1905110267647717487,2025-03-27T04:10:57.000Z,2025-03-27T06:04:44.261Z,Buy,VANRY,vanar-chain,0.03336047557736911,,,,0.03336047557736911,0.0366,0.0455,0.0302,0.03311731715924311,-0.73%
CryptoWizardd,https://x.com/DevKhabib/status/1904869032982933923,2025-03-26T12:12:22.000Z,2025-03-27T06:04:58.528Z,Hold,NPC,npc,0.00001640800665837823,,,,0.000015473575987917646,0.00001857,0.00002321,0.00001315,0.000015067344027628124,-8.17%
aixbt_agent,https://x.com/aixbt_agent/status/1905094778481693084,2025-03-27T03:09:24.000Z,2025-03-27T06:05:16.481Z,Buy,DEXTF,dextf,0.21299159647640448,,,,0.21299159647640448,0.3,0.4,0.16,0.22686052650004088,6.51%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1905091737237828006,2025-03-27T02:57:19.000Z,2025-03-27T06:05:33.206Z,Hold,BTC,bitcoin,86960.8555491039,,,,86960.8555491039,88250,86600,85000,85137.62391965232,-2.10%
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:05:53.677Z,Buy,BTC,bitcoin,87520.58391530563,,,,86960.8555491039,95000,200000,80000,85137.62391965232,-2.72%
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:06:05.201Z,Buy,ETH,ethereum,2068.598435049149,,,,2009.8835432902426,2500,4000,1800,1907.031912820126,-7.81%
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:06:18.181Z,Buy,SOL,solana,143.93305133739045,,,,137.09334253160864,142.33,172,134.9,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:06:34.168Z,Buy,SUI,sui,2.4592722383958012,,,,2.6272952745540517,3.5,7,2.2,2.58468434347784,5.10%
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:06:59.326Z,Hold,HYPE,hyperblast,0,,,,0,35,70,15,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:07:12.440Z,Hold,HYPE,hyperliquid,16.049097519943412,,,,14.113300591926322,20,70,12,13.56938223929703,-15.45%
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:07:25.093Z,Sell,HYPE,hyperbolic-protocol,0.003974836552867482,,,,0,0.004,0.005,0.003,0.0036929065499661973,-7.09%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904929554767945787,2025-03-26T16:12:52.000Z,2025-03-27T06:08:26.653Z,Buy,ZIG,zignaly,0.09076523444684584,,,,0.08965429901861105,0.15,0.2,0.08,0.08512713086396875,-6.21%
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1905011651490828537,2025-03-26T21:39:05.000Z,2025-03-27T06:08:47.576Z,Buy,NPC,npc,0.00001640800665837823,,,,0.000015473575987917646,0.000017,0.000018,0.000014,0.000015067344027628124,-8.17%
AltcoinLevi,https://x.com/AltcoinLevi/status/1904918076983750761,2025-03-26T15:27:15.000Z,2025-03-27T06:09:10.603Z,Buy,BANANA,banana,0.11540899443860567,,,,0.11534724580684655,0.15,0.2,0.1,0.1,-13.35%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905024360232198272,2025-03-26T22:29:35.000Z,2025-03-27T06:09:32.795Z,Buy,TALK,talken,0.011007212445290201,,,,0.011004482043553475,0.0115,0.012,0.0103,0.010861176943002742,-1.33%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1904910958868521408,2025-03-26T14:58:58.000Z,2025-03-27T06:09:45.931Z,Buy,PAWS,paws,0,,,,0,0.009,0.01,0.008,N/A,N/A
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1905324392344945059,2025-03-27T18:21:49.000Z,2025-03-28T06:00:24.199Z,Buy,TRISIG,tri-sigma,0.0040691150070104945,,,,0.003964197124560915,0.008,0.012,0.0035,0.0037498164926972623,-7.85%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1905324392344945059,2025-03-27T18:21:49.000Z,2025-03-28T06:00:41.159Z,Buy,FTON,fanton-token,0.0009365059572067125,,,,0.0010321847187108497,0.0015,0.0031,0.0009,0.0010197051354856022,8.88%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1905324392344945059,2025-03-27T18:21:49.000Z,2025-03-28T06:01:01.800Z,Buy,DOAI,dojo-protocol,0.00133395989711581,,,,0.0012559109629464626,0.0014,0.0016,0.00105,0.0011742352691753006,-11.97%
CryptoSlate,https://x.com/CryptoSlate/status/1905439701932339253,2025-03-28T02:00:00.000Z,2025-03-28T06:01:23.186Z,Hold,BTC,bitcoin,87227.27158032371,,,,87227.27158032371,88000,90000,83000,85137.62391965232,-2.40%
holdersignals,https://x.com/holdersignals/status/1905386628321083857,2025-03-27T22:29:07.000Z,2025-03-28T06:01:34.948Z,Buy,PARTI,particle-network,0.3427936944641837,,,,0.3431736926635666,0.35,0.36,0.33,0.33,-3.73%
holdersignals,https://x.com/holdersignals/status/1905342599214629320,2025-03-27T19:34:09.000Z,2025-03-28T06:01:49.826Z,Buy,BNB,binancecoin,617.8855000907927,,,,637.6132125269871,650.72,700,590,628.1401328630702,1.66%
holdersignals,https://x.com/holdersignals/status/1905328881219109182,2025-03-27T18:39:39.000Z,2025-03-28T06:02:13.198Z,Buy,FAI,fairum,0,,,,0,0.07,0.14,0.04,N/A,N/A
holdersignals,https://x.com/holdersignals/status/1905323615681479014,2025-03-27T18:18:43.000Z,2025-03-28T06:02:24.404Z,Buy,BNB,binancecoin,617.8855000907927,,,,637.6132125269871,700,1000,600,628.1401328630702,1.66%
CryptoDona7,https://x.com/CryptoDona7/status/1905252702973538576,2025-03-27T13:36:56.000Z,2025-03-28T06:02:44.944Z,Buy,VIRAL,viralmind,0.004447184534409609,,,,0.004947456915493227,0.0055,0.006,0.0044,0.0044,-1.06%
CryptoWizardd,https://x.com/CryptoWizardd/status/1905395517288529954,2025-03-27T23:04:26.000Z,2025-03-28T06:03:08.452Z,Buy,NPC,npc,0.000015473575987917646,,,,0.000015278703671125595,0.0000168,0.00001834,0.00001451,0.000015067344027628124,-2.63%
CryptoWizardd,https://x.com/CryptoWizardd/status/1905395517288529954,2025-03-27T23:04:26.000Z,2025-03-28T06:03:24.627Z,Buy,NPC,non-playable-coin,0.015274094200249477,,,,0.01527382510174817,0.0165,0.0211,0.0124,0.013809036046986321,-9.59%
aixbt_agent,https://x.com/aixbt_agent/status/1905456888105632235,2025-03-28T03:08:18.000Z,2025-03-28T06:03:41.147Z,Buy,ZRO,layerzero,3.1313650601020333,,,,3.1313650601020333,3.3,3.5,2.9,2.9940786346769515,-4.38%
aixbt_agent,https://x.com/aixbt_agent/status/1905442015619506317,2025-03-28T02:09:12.000Z,2025-03-28T06:03:53.048Z,Hold,47,trump-47,0.00009901795948052864,,,,0.00009901795948052864,0.00009901795948052864,0.00009901795948052864,0.00008911616353247577,0.00009519572651760569,-3.86%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1905454560706990382,2025-03-28T02:59:03.000Z,2025-03-28T06:04:11.271Z,Hold,BTC,bitcoin,87227.27158032371,,,,87227.27158032371,88000,90000,85000,85137.62391965232,-2.40%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1905434645543395660,2025-03-28T01:39:55.000Z,2025-03-28T06:04:23.123Z,Sell,CAKE,pancakeswap-token,2.3581003376338567,,,,2.3581003376338567,2.3,2.15,2.5,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:04:40.402Z,Buy,SPX,spx6900,0.6006340797733578,,,,0.6191460434845784,6,6.5,0.5,0.5670027714616296,-5.60%
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:04:52.523Z,Buy,FWOG,fwog,0.05133981746189728,,,,0.05402541612300294,0.5,1,0.04,0.04814967019038464,-6.21%
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:05:11.525Z,Hold,KENDU,kendu-inu,0.000014496709990507602,,,,0.000012818656311848579,0.00004764,0.00007112,0.0000105,0.000011277102361708057,-22.21%
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:05:23.203Z,Buy,APU,based-apu,6.858545127118895e-10,,,,6.452886528305661e-10,0.01,0.02,5e-10,5.915934428179011e-10,-13.74%
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:05:36.313Z,Buy,UFD,unicorn-fart-dust,0.0379263800462608,,,,0.03491928246472063,0.2,0.4,0.03,0.034402219504498704,-9.29%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1905292176822501588,2025-03-27T16:13:48.000Z,2025-03-28T06:05:54.416Z,Buy,LNQ,linqai,0.0396934208497119,,,,0.038193940140957824,0.0401,0.042,0.0363,0.0363,-8.55%
Steve_Cryptoo,https://x.com/rovercrc/status/1905200265193480628,2025-03-27T10:08:34.000Z,2025-03-28T06:06:05.099Z,Buy,ETH,ethereum,2009.8835432902426,,,,2003.3034241292064,6000,8000,1900,1907.031912820126,-5.12%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1905197950000599459,2025-03-27T09:59:22.000Z,2025-03-28T06:06:20.294Z,Buy,SUI,sui,2.6272952745540517,,,,2.7833903090720935,3,3.3,2.5,2.58468434347784,-1.62%
BenjiGanar,https://x.com/BenjiGanar/status/1905243334819315822,2025-03-27T12:59:43.000Z,2025-03-28T06:06:38.827Z,Sell,PVS,pvs,0.0058362398301377676,,,,0.0023032003499870776,0.002,0.0015,0.0028,N/A,N/A
BenjiGanar,https://x.com/BenjiGanar/status/1905277652631499191,2025-03-27T15:16:05.000Z,2025-03-28T06:06:55.496Z,Buy,GHIBLI,ghiblification,0.028264569830356176,,,,0.028264569830356176,0.035,0.04,0.02,0.030687084539583968,8.57%
BenjiGanar,https://x.com/BenjiGanar/status/1905277652631499191,2025-03-27T15:16:05.000Z,2025-03-28T06:07:11.481Z,Buy,FARTCOIN,fartcoin,0.5204596788582969,,,,0.5324731756632727,0.6,0.7,0.44,0.4996642325819015,-4.00%
BenjiGanar,https://x.com/BenjiGanar/status/1905277652631499191,2025-03-27T15:16:05.000Z,2025-03-28T06:07:23.497Z,Buy,DOGINME,doginme,0.0011356609386324232,,,,0.001150706787904605,0.00135,0.0015,0.00105,0.0011090951557809015,-2.34%
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1905208999491797142,2025-03-27T10:43:17.000Z,2025-03-28T06:07:38.933Z,Hold,NPC,npc,0.000015473575987917646,,,,0.000015278703671125595,0.0000165,0.0000182,0.0000148,0.000015067344027628124,-2.63%
RiddlerDeFi,https://x.com/WhaleInsider/status/1905214702310809822,2025-03-27T11:05:56.000Z,2025-03-28T06:07:55.639Z,Buy,S,sonic-3,0.6018291032366996,,,,0.6038609422381279,0.68,0.96,0.56,0.5642424490105248,-6.25%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905316362517708932,2025-03-27T17:49:54.000Z,2025-03-28T06:08:07.484Z,Buy,GHIBLI,ghiblification,0.028264569830356176,,,,0.028264569830356176,0.04,0.06,0.02,0.030687084539583968,8.57%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905316362517708932,2025-03-27T17:49:54.000Z,2025-03-28T06:08:21.507Z,Hold,SOL,solana,137.09334253160864,,,,138.37897933357002,145,150,130,131.5995147952329,-4.01%
RiddlerDeFi,https://x.com/coinbureau/status/1905221722065768487,2025-03-27T11:33:50.000Z,2025-03-28T06:08:32.007Z,Buy,S,sonic-3,0.6018291032366996,,,,0.6038609422381279,0.7,0.75,0.55,0.5642424490105248,-6.25%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905277476659695949,2025-03-27T15:15:23.000Z,2025-03-28T06:08:43.415Z,Buy,NEX,nexus-2,0.000185086794750404,,,,0.0001849678904362606,0.000203,0.000222,0.000166,0.00018226331226004665,-1.53%
,,,,,,,,,,,,,,,N/A,N/A
